LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,DATE
C. Wood - A. Reaves - J. Hood-Schifino,LAL,1,2,66.7,50.0,16.7,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,84.00,66.7,1/21/2024
C. Wood - A. Reaves - M. Christie,LAL,1,2,66.7,40.0,26.7,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,86.62,66.7,1/21/2024
C. Wood - C. Reddish - M. Christie,LAL,1,2,120.0,80.0,40.0,33.3,0.00,14.3,50.0,33.3,40.0,0.0,60.0,60.0,100.00,93.3,1/21/2024
C. Wood - M. Christie - J. Hood-Schifino,LAL,1,2,66.7,50.0,16.7,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,84.00,66.7,1/21/2024
C. Wood - R. Hachimura - A. Reaves,LAL,1,2,66.7,50.0,16.7,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,84.00,66.7,1/21/2024
C. Wood - R. Hachimura - J. Hood-Schifino,LAL,1,2,66.7,50.0,16.7,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,84.00,66.7,1/21/2024
C. Wood - R. Hachimura - M. Christie,LAL,1,2,66.7,50.0,16.7,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,84.00,66.7,1/21/2024
L. James - A. Davis - J. Vanderbilt,LAL,1,2,80.0,80.0,0.0,0.0,0.00,0.0,0.0,100,66.7,0.4,50.0,69.4,107.46,35.3,1/21/2024
L. James - A. Davis - M. Christie,LAL,1,2,80.0,80.0,0.0,0.0,0.00,0.0,0.0,100,66.7,0.4,50.0,69.4,107.46,35.3,1/21/2024
L. James - A. Reaves - M. Christie,LAL,1,2,80.0,80.0,0.0,0.0,0.00,0.0,0.0,100,66.7,0.4,50.0,69.4,107.46,35.3,1/21/2024
L. James - J. Vanderbilt - A. Reaves,LAL,1,2,80.0,80.0,0.0,0.0,0.00,0.0,0.0,100,66.7,0.4,50.0,69.4,107.46,35.3,1/21/2024
R. Hachimura - A. Reaves - J. Hood-Schifino,LAL,1,2,66.7,50.0,16.7,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,84.00,66.7,1/21/2024
R. Hachimura - C. Reddish - A. Reaves,LAL,1,2,100.0,100.0,0.0,100,1.00,12.5,33.3,60.0,50.0,0.2,50.0,63.0,118.21,128.6,1/21/2024
R. Hachimura - C. Reddish - M. Christie,LAL,1,2,100.0,100.0,0.0,100,1.00,12.5,33.3,60.0,50.0,0.2,50.0,63.0,118.21,128.6,1/21/2024
R. Hachimura - M. Christie - J. Hood-Schifino,LAL,1,2,66.7,50.0,16.7,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,84.00,66.7,1/21/2024
C. Wood - C. Reddish - A. Reaves,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.77,0.0,1/21/2024
C. Wood - J. Vanderbilt - A. Reaves,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.77,0.0,1/21/2024
A. Davis - D. Russell - A. Reaves,LAL,1,27,115.1,123.6,-8.5,54.2,1.63,16.0,45.5,71.4,55.6,0.2,47.4,50.8,95.83,40.0,1/23/2024
A. Davis - T. Prince - A. Reaves,LAL,1,27,128.0,134.6,-6.6,56.0,2.33,18.2,48.3,68.4,56.3,0.1,52.8,56.1,91.86,44.1,1/23/2024
A. Davis - D. Russell - T. Prince,LAL,1,26,119.6,126.4,-6.8,56.0,2.00,17.9,48.3,72.7,58.8,0.1,51.9,54.3,96.44,43.8,1/23/2024
A. Davis - R. Hachimura - A. Reaves,LAL,1,25,115.7,120.0,-4.3,57.1,2.00,16.4,37.0,73.7,52.2,0.1,51.0,56.3,98.28,47.9,1/23/2024
D. Russell - T. Prince - A. Reaves,LAL,1,24,123.9,129.2,-5.3,56.5,2.17,18.3,48.1,68.4,56.5,0.1,52.0,54.6,93.88,44.0,1/23/2024
A. Davis - D. Russell - R. Hachimura,LAL,1,19,112.8,114.6,-1.8,56.3,1.29,15.8,40.9,70.6,53.8,0.2,50.0,54.1,100.44,42.9,1/23/2024
A. Davis - T. Prince - R. Hachimura,LAL,1,19,130.6,128.9,1.6,58.8,2.00,18.5,44.4,66.7,54.5,0.1,58.6,62.4,94.90,48.2,1/23/2024
D. Russell - R. Hachimura - A. Reaves,LAL,1,18,116.7,113.5,3.2,53.3,1.33,15.1,42.9,66.7,52.8,0.2,50.0,54.3,98.53,45.3,1/23/2024
A. Davis - J. Vanderbilt - A. Reaves,LAL,1,17,93.9,120.6,-26.6,66.7,2.67,16.7,33.3,100,54.8,0.1,37.9,43.5,95.62,33.8,1/23/2024
T. Prince - R. Hachimura - A. Reaves,LAL,1,17,136.4,129.4,7.0,56.3,2.25,18.0,47.1,61.5,53.3,0.1,59.1,63.1,92.51,50.9,1/23/2024
D. Russell - T. Prince - R. Hachimura,LAL,1,16,129.0,120.6,8.4,60.0,1.80,19.1,43.8,66.7,54.8,0.2,58.1,61.1,96.90,48.8,1/23/2024
D. Russell - C. Wood - C. Reddish,LAL,1,11,114.3,114.8,-0.5,66.7,1.60,21.6,11.1,80.0,47.4,0.2,77.8,70.1,119.55,52.9,1/23/2024
D. Russell - T. Prince - J. Vanderbilt,LAL,1,11,95.7,91.7,4.0,70.0,1.75,20.6,35.7,90.0,58.3,0.2,50.0,47.2,100.19,47.9,1/23/2024
A. Davis - D. Russell - J. Vanderbilt,LAL,1,10,76.2,109.5,-33.3,57.1,1.33,12.5,43.8,100,60.9,0.1,30.4,33.5,96.46,14.8,1/23/2024
A. Davis - J. Vanderbilt - R. Hachimura,LAL,1,10,91.3,114.3,-23.0,57.1,2.00,13.3,25.0,100,50.0,0.1,39.5,48.5,106.67,41.1,1/23/2024
A. Davis - T. Prince - J. Vanderbilt,LAL,1,10,105.6,138.9,-33.3,62.5,5.00,17.9,50.0,100,64.7,0.1,42.5,45.5,85.97,33.8,1/23/2024
D. Russell - J. Vanderbilt - A. Reaves,LAL,1,10,73.7,115.0,-41.3,66.7,1.33,13.8,40.0,100,57.1,0.2,28.6,32.0,94.23,9.7,1/23/2024
J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,10,91.3,114.3,-23.0,57.1,2.00,13.3,25.0,100,50.0,0.1,39.5,48.5,106.67,41.1,1/23/2024
T. Prince - J. Vanderbilt - A. Reaves,LAL,1,10,106.3,147.1,-40.8,71.4,5.00,20.0,45.5,100,60.0,0.1,41.7,45.0,83.08,29.5,1/23/2024
C. Wood - J. Vanderbilt - C. Reddish,LAL,1,8,95.0,105.3,-10.3,85.7,2.00,22.2,12.5,75.0,43.8,0.1,65.4,59.1,119.74,52.9,1/23/2024
D. Russell - C. Wood - J. Vanderbilt,LAL,1,8,100.0,89.5,10.5,85.7,2.00,23.1,12.5,75.0,43.8,0.2,65.4,59.1,120.66,60.0,1/23/2024
D. Russell - J. Vanderbilt - C. Reddish,LAL,1,8,105.0,85.0,20.0,75.0,2.00,21.4,22.2,77.8,50.0,0.1,63.3,58.1,118.89,66.1,1/23/2024
C. Wood - C. Reddish - M. Christie,LAL,1,7,122.2,162.5,-40.3,62.5,2.50,20.8,20.0,80.0,50.0,0.1,75.0,70.9,113.07,43.8,1/23/2024
D. Russell - C. Reddish - M. Christie,LAL,1,7,122.2,162.5,-40.3,62.5,2.50,20.8,20.0,80.0,50.0,0.1,75.0,70.9,113.07,43.8,1/23/2024
D. Russell - C. Wood - M. Christie,LAL,1,7,122.2,162.5,-40.3,62.5,2.50,20.8,20.0,80.0,50.0,0.1,75.0,70.9,113.07,43.8,1/23/2024
D. Russell - T. Prince - C. Reddish,LAL,1,7,123.5,73.7,49.8,44.4,1.00,16.7,37.5,75.0,56.3,0.2,66.7,62.6,129.12,67.8,1/23/2024
A. Davis - C. Reddish - A. Reaves,LAL,1,5,130.0,127.3,2.7,50.0,3.00,20.0,40.0,66.7,50.0,0.1,54.5,56.8,109.57,44.1,1/23/2024
D. Russell - C. Wood - R. Hachimura,LAL,1,5,125.0,158.3,-33.3,50.0,1.00,20.0,0.0,100,66.7,0.3,92.9,85.6,119.58,40.3,1/23/2024
D. Russell - C. Wood - T. Prince,LAL,1,5,92.3,66.7,25.6,80.0,1.00,23.5,0.0,85.7,50.0,0.3,75.0,64.4,130.27,61.0,1/23/2024
T. Prince - J. Vanderbilt - C. Reddish,LAL,1,5,100.0,66.7,33.3,60.0,1.00,18.8,20.0,83.3,54.5,0.3,75.0,64.4,125.22,80.0,1/23/2024
C. Wood - J. Vanderbilt - M. Christie,LAL,1,4,100.0,150.0,-50.0,100,0.00,23.1,25.0,66.7,42.9,0.0,50.0,51.4,109.29,40.5,1/23/2024
C. Wood - R. Hachimura - C. Reddish,LAL,1,4,130.0,188.9,-58.9,40.0,1.00,16.7,0.0,100,66.7,0.2,110.0,96.2,121.87,40.3,1/23/2024
C. Wood - T. Prince - C. Reddish,LAL,1,4,90.9,72.7,18.2,75.0,1.00,21.4,0.0,80.0,44.4,0.3,83.3,68.3,129.31,67.7,1/23/2024
C. Wood - T. Prince - J. Vanderbilt,LAL,1,4,90.9,72.7,18.2,75.0,1.00,21.4,0.0,80.0,44.4,0.3,83.3,68.3,129.31,67.7,1/23/2024
D. Russell - J. Vanderbilt - M. Christie,LAL,1,4,100.0,150.0,-50.0,100,0.00,23.1,25.0,66.7,42.9,0.0,50.0,51.4,109.29,40.5,1/23/2024
J. Vanderbilt - C. Reddish - M. Christie,LAL,1,4,100.0,150.0,-50.0,100,0.00,23.1,25.0,66.7,42.9,0.0,50.0,51.4,109.29,40.5,1/23/2024
A. Davis - D. Russell - C. Reddish,LAL,1,3,137.5,112.5,25.0,20.0,1.00,8.3,75.0,66.7,71.4,0.1,55.6,58.3,133.95,52.8,1/23/2024
A. Davis - J. Vanderbilt - C. Reddish,LAL,1,3,100.0,100.0,0.0,66.7,0.00,22.2,33.3,100,60.0,0.0,50.0,50.0,95.42,61.9,1/23/2024
A. Davis - T. Prince - C. Reddish,LAL,1,3,137.5,112.5,25.0,20.0,1.00,8.3,75.0,66.7,71.4,0.1,55.6,58.3,133.95,52.8,1/23/2024
C. Wood - R. Hachimura - M. Christie,LAL,1,3,144.4,175.0,-30.6,40.0,1.00,18.2,0.0,100,66.7,0.2,110.0,96.2,117.13,45.8,1/23/2024
D. Russell - J. Vanderbilt - R. Hachimura,LAL,1,3,50.0,85.7,-35.7,0.0,0.00,0.0,33.3,100,50.0,0.3,14.3,25.4,119.34,-30.8,1/23/2024
D. Russell - R. Hachimura - C. Reddish,LAL,1,3,144.4,175.0,-30.6,40.0,1.00,18.2,0.0,100,66.7,0.2,110.0,96.2,117.13,45.8,1/23/2024
D. Russell - R. Hachimura - M. Christie,LAL,1,3,144.4,175.0,-30.6,40.0,1.00,18.2,0.0,100,66.7,0.2,110.0,96.2,117.13,45.8,1/23/2024
J. Vanderbilt - R. Hachimura - C. Reddish,LAL,1,3,80.0,160.0,-80.0,100,0.00,28.6,0.0,100,33.3,0.0,50.0,50.0,95.68,33.3,1/23/2024
R. Hachimura - C. Reddish - M. Christie,LAL,1,3,144.4,175.0,-30.6,40.0,1.00,18.2,0.0,100,66.7,0.2,110.0,96.2,117.13,45.8,1/23/2024
T. Prince - J. Vanderbilt - R. Hachimura,LAL,1,3,116.7,220.0,-103.3,50.0,0.00,12.5,50.0,0.0,50.0,0.0,62.5,71.7,91.83,35.1,1/23/2024
A. Davis - A. Reaves - M. Christie,LAL,1,2,100.0,83.3,16.7,50.0,0.00,14.3,0.0,100,60.0,0.0,50.0,61.5,142.81,69.2,1/23/2024
A. Davis - J. Vanderbilt - M. Christie,LAL,1,2,100.0,83.3,16.7,50.0,0.00,14.3,0.0,100,60.0,0.0,50.0,61.5,142.81,69.2,1/23/2024
A. Davis - R. Hachimura - C. Reddish,LAL,1,2,100.0,125.0,-25.0,100,0.00,33.3,0.0,100,33.3,0.0,50.0,50.0,85.33,45.5,1/23/2024
A. Davis - R. Hachimura - M. Christie,LAL,1,2,100.0,83.3,16.7,50.0,0.00,14.3,0.0,100,60.0,0.0,50.0,61.5,142.81,69.2,1/23/2024
C. Wood - T. Prince - R. Hachimura,LAL,1,2,50.0,160.0,-110.0,100,1.00,20.0,0.0,100,66.7,0.3,50.0,50.0,135.71,15.4,1/23/2024
D. Russell - C. Reddish - A. Reaves,LAL,1,2,150.0,128.6,21.4,25.0,1.00,11.1,66.7,50.0,60.0,0.2,57.1,60.5,132.77,43.2,1/23/2024
J. Vanderbilt - A. Reaves - M. Christie,LAL,1,2,100.0,83.3,16.7,50.0,0.00,14.3,0.0,100,60.0,0.0,50.0,61.5,142.81,69.2,1/23/2024
J. Vanderbilt - C. Reddish - A. Reaves,LAL,1,2,100.0,125.0,-25.0,100,0.00,33.3,0.0,100,33.3,0.0,50.0,50.0,85.33,45.5,1/23/2024
J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,2,100.0,83.3,16.7,50.0,0.00,14.3,0.0,100,60.0,0.0,50.0,61.5,142.81,69.2,1/23/2024
R. Hachimura - A. Reaves - M. Christie,LAL,1,2,100.0,83.3,16.7,50.0,0.00,14.3,0.0,100,60.0,0.0,50.0,61.5,142.81,69.2,1/23/2024
R. Hachimura - C. Reddish - A. Reaves,LAL,1,2,100.0,125.0,-25.0,100,0.00,33.3,0.0,100,33.3,0.0,50.0,50.0,85.33,45.5,1/23/2024
T. Prince - C. Reddish - A. Reaves,LAL,1,2,150.0,128.6,21.4,25.0,1.00,11.1,66.7,50.0,60.0,0.2,57.1,60.5,132.77,43.2,1/23/2024
A. Davis - C. Wood - R. Hachimura,LAL,1,1,66.7,125.0,-58.3,100,1.00,25.0,0.0,100,66.7,0.3,50.0,50.0,126.00,22.2,1/23/2024
A. Davis - C. Wood - T. Prince,LAL,1,1,66.7,125.0,-58.3,100,1.00,25.0,0.0,100,66.7,0.3,50.0,50.0,126.00,22.2,1/23/2024
A. Davis - D. Russell - C. Wood,LAL,1,1,66.7,125.0,-58.3,100,1.00,25.0,0.0,100,66.7,0.3,50.0,50.0,126.00,22.2,1/23/2024
C. Wood - J. Hayes - J. Hood-Schifino,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
C. Wood - J. Hayes - M. Christie,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
C. Wood - J. Hayes - M. Lewis,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
C. Wood - J. Hood-Schifino - M. Lewis,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
C. Wood - M. Christie - J. Hood-Schifino,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
C. Wood - M. Christie - M. Lewis,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
J. Hayes - J. Hood-Schifino - M. Lewis,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
J. Hayes - M. Christie - J. Hood-Schifino,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
J. Hayes - M. Christie - M. Lewis,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
C. Wood - J. Vanderbilt - R. Hachimura,LAL,1,0,0.0,300.0,-300.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.81,0.0,1/23/2024
T. Prince - R. Hachimura - C. Reddish,LAL,1,0,0.0,300.0,-300.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.81,0.0,1/23/2024
A. Davis - D. Russell - T. Prince,LAL,1,25,130.9,128.6,2.3,70.4,3.17,24.1,20.8,78.9,46.5,0.1,64.7,66.0,105.64,50.0,1/25/2024
A. Davis - T. Prince - A. Reaves,LAL,1,24,145.1,135.3,9.8,74.1,3.33,26.3,23.8,78.9,50.0,0.1,70.8,72.4,103.58,52.5,1/25/2024
A. Davis - D. Russell - A. Reaves,LAL,1,23,146.9,117.6,29.3,70.4,3.17,26.0,26.3,68.2,48.8,0.1,72.8,74.0,104.65,59.1,1/25/2024
L. James - A. Davis - D. Russell,LAL,1,23,125.5,103.8,21.7,69.2,3.60,24.3,20.8,72.7,45.7,0.1,62.0,62.4,110.20,57.6,1/25/2024
L. James - A. Davis - T. Prince,LAL,1,23,124.5,120.8,3.8,73.1,3.80,24.7,19.2,84.2,46.7,0.1,60.6,61.4,108.95,50.4,1/25/2024
L. James - A. Davis - A. Reaves,LAL,1,22,144.9,112.0,32.9,71.4,4.00,27.0,23.8,72.7,48.8,0.1,69.4,70.5,106.71,60.6,1/25/2024
L. James - D. Russell - T. Prince,LAL,1,22,112.2,114.0,-1.8,72.7,3.20,22.9,20.0,72.7,44.7,0.1,56.4,56.9,107.76,49.3,1/25/2024
D. Russell - T. Prince - A. Reaves,LAL,1,21,143.2,133.3,9.8,73.9,3.40,25.8,26.3,76.5,50.0,0.1,69.0,70.6,103.19,52.5,1/25/2024
L. James - T. Prince - A. Reaves,LAL,1,19,129.5,125.6,4.0,77.3,2.83,25.8,23.8,82.4,50.0,0.1,64.0,64.9,107.91,51.6,1/25/2024
L. James - D. Russell - A. Reaves,LAL,1,18,137.5,102.4,35.1,72.7,4.00,26.2,26.3,70.0,48.7,0.1,65.9,66.4,108.53,62.1,1/25/2024
L. James - D. Russell - J. Vanderbilt,LAL,1,12,130.8,92.6,38.2,57.1,2.67,23.5,0.0,42.9,28.6,0.1,77.5,76.6,106.44,71.1,1/25/2024
A. Davis - D. Russell - J. Vanderbilt,LAL,1,11,126.9,103.7,23.2,42.9,1.20,18.8,0.0,60.0,40.0,0.2,84.2,83.0,111.74,56.9,1/25/2024
C. Wood - J. Vanderbilt - R. Hachimura,LAL,1,10,136.4,150.0,-13.6,70.0,7.00,23.3,14.3,50.0,33.3,0.0,71.9,76.8,103.38,51.8,1/25/2024
A. Davis - J. Vanderbilt - A. Reaves,LAL,1,9,181.3,131.6,49.7,66.7,2.67,32.0,50.0,25.0,30.0,0.2,107.7,101.3,94.92,59.8,1/25/2024
D. Russell - J. Vanderbilt - R. Hachimura,LAL,1,9,142.1,150.0,-7.9,40.0,2.00,16.7,20.0,57.1,41.7,0.1,82.1,83.3,102.86,47.6,1/25/2024
D. Russell - T. Prince - J. Vanderbilt,LAL,1,9,94.4,126.3,-31.9,57.1,1.33,18.2,0.0,50.0,28.6,0.2,61.5,61.2,102.07,34.7,1/25/2024
A. Davis - T. Prince - J. Vanderbilt,LAL,1,8,106.3,152.9,-46.7,57.1,1.33,20.0,0.0,66.7,25.0,0.2,66.7,66.0,105.60,29.4,1/25/2024
D. Russell - C. Wood - J. Vanderbilt,LAL,1,8,117.6,143.8,-26.1,57.1,4.00,18.2,16.7,40.0,31.3,0.1,66.7,70.4,96.78,45.8,1/25/2024
J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,8,112.5,153.3,-40.8,42.9,1.50,14.3,33.3,57.1,46.2,0.1,66.7,65.4,99.20,36.6,1/25/2024
L. James - A. Davis - J. Vanderbilt,LAL,1,8,121.1,100.0,21.1,50.0,1.67,20.8,0.0,57.1,33.3,0.2,70.0,70.5,111.65,57.7,1/25/2024
L. James - C. Wood - J. Vanderbilt,LAL,1,8,144.4,129.4,15.0,77.8,3.50,28.0,0.0,40.0,28.6,0.1,87.5,88.8,100.00,64.3,1/25/2024
A. Davis - R. Hachimura - A. Reaves,LAL,1,7,171.4,135.7,35.7,87.5,7.00,31.8,25.0,60.0,44.4,0.1,90.9,85.2,96.00,60.9,1/25/2024
D. Russell - C. Wood - R. Hachimura,LAL,1,7,142.9,161.5,-18.7,57.1,0.00,21.1,20.0,40.0,30.0,0.0,72.7,75.8,98.93,48.1,1/25/2024
L. James - C. Wood - R. Hachimura,LAL,1,7,162.5,137.5,25.0,77.8,2.33,30.4,0.0,40.0,25.0,0.2,95.5,95.3,105.45,61.7,1/25/2024
L. James - J. Vanderbilt - A. Reaves,LAL,1,7,150.0,106.3,43.8,66.7,2.00,27.3,0.0,50.0,40.0,0.2,90.9,94.0,108.68,70.5,1/25/2024
L. James - J. Vanderbilt - R. Hachimura,LAL,1,7,173.3,142.9,30.5,77.8,7.00,31.8,0.0,40.0,25.0,0.1,95.5,95.3,102.86,65.2,1/25/2024
L. James - T. Prince - J. Vanderbilt,LAL,1,7,60.0,120.0,-60.0,50.0,0.67,11.8,0.0,57.1,30.8,0.2,40.0,41.4,109.37,10.0,1/25/2024
A. Davis - J. Vanderbilt - M. Christie,LAL,1,6,158.3,141.7,16.7,50.0,2.00,23.5,50.0,50.0,50.0,0.2,100,92.1,100.76,53.2,1/25/2024
J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,6,141.7,133.3,8.3,100,6.00,31.6,25.0,40.0,33.3,0.1,77.8,75.9,102.25,57.4,1/25/2024
L. James - R. Hachimura - A. Reaves,LAL,1,6,128.6,114.3,14.3,100,2.00,30.0,0.0,80.0,44.4,0.2,75.0,79.5,111.38,58.2,1/25/2024
A. Davis - J. Vanderbilt - R. Hachimura,LAL,1,5,140.0,130.0,10.0,50.0,1.50,21.4,50.0,50.0,50.0,0.2,100,88.8,106.27,50.9,1/25/2024
A. Davis - R. Hachimura - M. Christie,LAL,1,5,140.0,130.0,10.0,50.0,1.50,21.4,50.0,50.0,50.0,0.2,100,88.8,106.27,50.9,1/25/2024
A. Davis - T. Prince - R. Hachimura,LAL,1,5,170.0,133.3,36.7,80.0,4.00,28.6,0.0,100,60.0,0.1,92.9,92.4,99.85,64.3,1/25/2024
D. Russell - J. Vanderbilt - A. Reaves,LAL,1,5,188.9,90.9,98.0,57.1,2.00,30.8,0.0,33.3,33.3,0.2,121.4,121.4,100.35,79.2,1/25/2024
D. Russell - J. Vanderbilt - M. Christie,LAL,1,5,91.7,145.5,-53.8,0.0,0.00,0.0,25.0,80.0,55.6,0.2,56.3,61.9,108.95,25.5,1/25/2024
D. Russell - R. Hachimura - M. Christie,LAL,1,5,91.7,145.5,-53.8,0.0,0.00,0.0,25.0,80.0,55.6,0.2,56.3,61.9,108.95,25.5,1/25/2024
L. James - D. Russell - C. Wood,LAL,1,5,160.0,130.0,30.0,66.7,4.00,28.6,0.0,28.6,22.2,0.1,100,96.2,92.31,68.1,1/25/2024
T. Prince - R. Hachimura - A. Reaves,LAL,1,5,141.7,127.3,14.4,80.0,1.33,25.0,0.0,100,60.0,0.3,92.9,92.4,108.59,58.3,1/25/2024
A. Davis - A. Reaves - M. Christie,LAL,1,4,214.3,157.1,57.1,66.7,0.00,33.3,50.0,0.0,25.0,0.0,92.9,85.6,88.03,63.6,1/25/2024
A. Davis - D. Russell - R. Hachimura,LAL,1,4,145.5,144.4,1.0,20.0,0.33,8.3,0.0,100,100,0.3,120.0,111.1,110.77,53.6,1/25/2024
C. Wood - R. Hachimura - A. Reaves,LAL,1,4,111.1,122.2,-11.1,100,1.00,25.0,0.0,66.7,40.0,0.3,70.0,79.1,116.23,48.3,1/25/2024
J. Vanderbilt - A. Reaves - M. Christie,LAL,1,4,200.0,157.1,42.9,80.0,0.00,36.4,50.0,0.0,25.0,0.0,91.7,82.0,85.87,56.9,1/25/2024
L. James - C. Wood - A. Reaves,LAL,1,4,111.1,122.2,-11.1,100,1.00,25.0,0.0,66.7,40.0,0.3,70.0,79.1,116.23,48.3,1/25/2024
L. James - D. Russell - R. Hachimura,LAL,1,4,228.6,157.1,71.4,66.7,0.00,36.4,0.0,0.0,0.0,0.0,116.7,109.3,94.21,69.2,1/25/2024
C. Wood - J. Vanderbilt - A. Reaves,LAL,1,3,125.0,128.6,-3.6,100,3.00,27.3,0.0,66.7,40.0,0.1,70.0,79.1,112.50,59.5,1/25/2024
C. Wood - J. Vanderbilt - M. Christie,LAL,1,3,57.1,166.7,-109.5,0.0,0.00,0.0,25.0,66.7,42.9,0.0,20.0,34.0,104.58,4.0,1/25/2024
C. Wood - R. Hachimura - M. Christie,LAL,1,3,57.1,166.7,-109.5,0.0,0.00,0.0,25.0,66.7,42.9,0.0,20.0,34.0,104.58,4.0,1/25/2024
D. Russell - C. Wood - M. Christie,LAL,1,3,57.1,166.7,-109.5,0.0,0.00,0.0,25.0,66.7,42.9,0.0,20.0,34.0,104.58,4.0,1/25/2024
L. James - T. Prince - R. Hachimura,LAL,1,3,114.3,100.0,14.3,100,1.50,30.0,0.0,100,50.0,0.3,80.0,80.0,118.59,55.6,1/25/2024
T. Prince - J. Vanderbilt - A. Reaves,LAL,1,3,160.0,233.3,-73.3,66.7,1.00,28.6,0.0,0.0,0.0,0.4,133.3,133.3,88.49,27.1,1/25/2024
A. Davis - D. Russell - M. Christie,LAL,1,2,116.7,120.0,-3.3,0.0,0.00,0.0,0.0,100,100,0.3,116.7,116.7,126.72,46.2,1/25/2024
C. Wood - T. Prince - J. Vanderbilt,LAL,1,2,0.0,66.7,-66.7,0.0,0.00,0.0,0.0,40.0,33.3,0.3,0.0,0.0,88.16,80.0,1/25/2024
D. Russell - C. Wood - T. Prince,LAL,1,2,0.0,66.7,-66.7,0.0,0.00,0.0,0.0,40.0,33.3,0.3,0.0,0.0,88.16,80.0,1/25/2024
D. Russell - R. Hachimura - A. Reaves,LAL,1,2,180.0,175.0,5.0,50.0,1.00,16.7,0.0,100,100,0.2,125.0,107.1,96.00,60.0,1/25/2024
D. Russell - T. Prince - R. Hachimura,LAL,1,2,180.0,175.0,5.0,50.0,1.00,16.7,0.0,100,100,0.2,125.0,107.1,96.00,60.0,1/25/2024
L. James - A. Davis - R. Hachimura,LAL,1,2,160.0,100.0,60.0,100,0.00,37.5,0.0,100,50.0,0.0,80.0,80.0,103.60,69.2,1/25/2024
L. James - C. Wood - T. Prince,LAL,1,2,0.0,80.0,-80.0,0.0,0.00,0.0,0.0,40.0,33.3,0.6,0.0,0.0,111.63,92.3,1/25/2024
R. Hachimura - A. Reaves - M. Christie,LAL,1,2,175.0,140.0,35.0,100,0.00,37.5,50.0,0.0,25.0,0.0,87.5,71.7,88.77,54.8,1/25/2024
C. Wood - T. Prince - A. Reaves,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.81,100,1/25/2024
C. Wood - T. Prince - R. Hachimura,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.81,100,1/25/2024
L. James - A. Davis - M. Christie,LAL,1,1,266.7,200.0,66.7,33.3,0.00,25.0,0.0,0.0,0.0,0.0,100,103.1,86.75,75.0,1/25/2024
L. James - A. Reaves - M. Christie,LAL,1,1,266.7,200.0,66.7,33.3,0.00,25.0,0.0,0.0,0.0,0.0,100,103.1,86.75,75.0,1/25/2024
L. James - J. Vanderbilt - M. Christie,LAL,1,1,250.0,200.0,50.0,50.0,0.00,33.3,0.0,0.0,0.0,0.0,100,102.5,80.00,60.0,1/25/2024
