LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,DATE
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,4,155.6,25.0,130.6,60.0,0.00,23.1,33.3,100,75.0,0.0,68.8,71.7,107.89,137.0,11/29/2023
L. James - A. Davis - D. Russell - T. Prince - C. Reddish,LAL,1,4,133.3,125.0,8.3,75.0,1.00,25.0,0.0,66.7,50.0,0.3,100,102.0,108.27,57.1,11/29/2023
L. James - D. Russell - C. Wood - J. Hayes - A. Reaves,LAL,1,3,100.0,116.7,-16.7,0.0,0.00,0.0,25.0,33.3,28.6,0.0,41.7,41.7,90.00,40.0,11/29/2023
A. Davis - D. Russell - T. Prince - C. Reddish - M. Christie,LAL,1,2,100.0,50.0,50.0,100,0.00,28.6,50.0,100,80.0,0.0,50.0,50.0,125.22,118.2,11/29/2023
C. Wood - A. Reaves - M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,2,175.0,100.0,75.0,100,0.00,33.3,0.0,100,50.0,0.0,83.3,90.2,122.26,68.0,11/29/2023
C. Wood - C. Reddish - A. Reaves - M. Christie - J. Hood-Schifino,LAL,1,2,80.0,125.0,-45.0,50.0,0.00,16.7,0.0,100,50.0,0.0,50.0,50.0,116.76,52.4,11/29/2023
C. Wood - C. Reddish - J. Hayes - A. Reaves - M. Christie,LAL,1,2,33.3,83.3,-50.0,0.0,0.00,0.0,33.3,75.0,57.1,0.3,25.0,25.0,122.55,7.1,11/29/2023
L. James - C. Wood - C. Reddish - J. Hayes - A. Reaves,LAL,1,2,100.0,75.0,25.0,50.0,1.00,20.0,0.0,100,66.7,0.3,66.7,66.7,120.00,50.0,11/29/2023
A. Davis - C. Wood - C. Reddish - A. Reaves - M. Christie,LAL,1,1,150.0,200.0,-50.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,113.6,139.35,50.0,11/29/2023
C. Wood - A. Reaves - J. Hood-Schifino - M. Lewis - D. Hodge,LAL,1,1,100.0,250.0,-150.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,56.8,81.51,-25.0,11/29/2023
C. Wood - C. Reddish - M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,1,100.0,0.0,100.0,100,1.00,33.3,0.0,100,100,0.5,100,100,133.95,0.0,11/29/2023
L. James - D. Russell - C. Wood - A. Reaves - J. Hood-Schifino,LAL,1,1,66.7,133.3,-66.7,0.0,0.00,0.0,100,100,100,0.3,50.0,50.0,98.18,20.0,11/29/2023
L. James - D. Russell - C. Wood - C. Reddish - A. Reaves,LAL,1,1,233.3,0.0,233.3,100,0.00,40.0,0.0,100,100,0.0,100,105.4,109.37,250.0,11/29/2023
L. James - A. Davis - D. Russell - C. Reddish - A. Reaves,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.00,0.0,11/29/2023
L. James - A. Davis - D. Russell - T. Prince - M. Christie,LAL,1,9,115.0,105.3,9.7,50.0,2.00,16.0,12.5,60.0,38.9,0.1,56.3,63.2,108.21,58.4,11/30/2023
L. James - A. Davis - D. Russell - A. Reaves - M. Christie,LAL,1,7,111.8,162.5,-50.7,83.3,2.50,22.7,0.0,80.0,40.0,0.1,63.6,69.6,116.53,34.5,11/30/2023
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,5,61.5,100.0,-38.5,100,0.75,17.6,25.0,83.3,60.0,0.3,57.1,57.1,112.10,34.9,11/30/2023
A. Davis - C. Wood - T. Prince - A. Reaves - J. Hood-Schifino,LAL,1,4,77.8,122.2,-44.4,0.0,0.00,0.0,0.0,100,57.1,0.2,33.3,57.6,111.72,18.2,11/30/2023
C. Castleton - J. Hood-Schifino - M. Lewis - A. Fudge - D. Hodge,LAL,1,4,62.5,142.9,-80.4,0.0,0.00,0.0,40.0,100,57.1,0.1,0.0,32.7,89.63,9.1,11/30/2023
A. Davis - D. Russell - C. Wood - A. Reaves - M. Christie,LAL,1,3,171.4,100.0,71.4,100,0.00,27.3,33.3,100,66.7,0.0,66.7,77.3,122.93,79.4,11/30/2023
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,3,100.0,128.6,-28.6,66.7,0.00,22.2,25.0,100,50.0,0.0,42.9,42.9,98.16,41.9,11/30/2023
L. James - D. Russell - C. Wood - T. Prince - J. Hood-Schifino,LAL,1,3,87.5,57.1,30.4,66.7,2.00,20.0,0.0,100,62.5,0.1,50.0,54.3,104.85,90.0,11/30/2023
A. Davis - D. Russell - C. Wood - T. Prince - M. Christie,LAL,1,2,120.0,140.0,-20.0,33.3,0.00,16.7,0.0,50.0,25.0,0.0,60.0,60.0,103.08,37.0,11/30/2023
L. James - A. Davis - T. Prince - A. Reaves - J. Hood-Schifino,LAL,1,2,120.0,150.0,-30.0,50.0,1.00,16.7,0.0,100,50.0,0.2,62.5,67.6,101.25,46.2,11/30/2023
L. James - C. Wood - T. Prince - A. Reaves - J. Hood-Schifino,LAL,1,2,125.0,200.0,-75.0,50.0,0.00,20.0,0.0,100,33.3,0.0,62.5,62.5,93.91,19.4,11/30/2023
L. James - D. Russell - C. Wood - A. Reaves - J. Hood-Schifino,LAL,1,2,80.0,160.0,-80.0,100,0.00,14.3,20.0,50.0,28.6,0.0,30.0,34.0,105.88,8.7,11/30/2023
L. James - A. Davis - D. Russell - T. Prince - J. Hood-Schifino,LAL,1,1,100.0,200.0,-100.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,91.91,28.6,11/30/2023
L. James - A. Davis - C. Wood - A. Reaves - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.00,-133.3,11/30/2023
L. James - A. Davis - D. Russell - T. Prince - C. Reddish,LAL,1,13,76.7,113.8,-37.1,50.0,1.25,12.8,21.1,63.2,42.1,0.1,37.9,39.1,111.64,30.9,12/2/2023
L. James - A. Davis - D. Russell - T. Prince - M. Christie,LAL,1,8,120.0,72.2,47.8,88.9,0.00,27.6,11.1,100,52.9,0.0,62.5,61.5,107.50,77.4,12/2/2023
L. James - C. Wood - J. Vanderbilt - C. Reddish - A. Reaves,LAL,1,5,133.3,88.9,44.4,50.0,0.67,16.7,50.0,75.0,66.7,0.3,66.7,77.3,82.29,92.3,12/2/2023
A. Davis - C. Wood - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,3,66.7,140.0,-73.3,100,0.00,14.3,0.0,66.7,33.3,0.0,25.0,41.0,91.03,20.0,12/2/2023
C. Wood - J. Hayes - M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,3,14.3,114.3,-100.0,0.0,0.00,0.0,0.0,66.7,22.2,0.1,0.0,8.5,115.86,-100.0,12/2/2023
A. Davis - D. Russell - T. Prince - J. Vanderbilt - M. Christie,LAL,1,2,125.0,80.0,45.0,100,0.00,33.3,0.0,100,50.0,0.0,62.5,62.5,121.12,63.6,12/2/2023
A. Davis - J. Vanderbilt - C. Reddish - A. Reaves - M. Christie,LAL,1,2,66.7,33.3,33.3,0.0,0.00,0.0,0.0,50.0,28.6,0.2,25.0,41.0,128.96,133.3,12/2/2023
A. Davis - T. Prince - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,2,100.0,250.0,-150.0,100,1.00,20.0,100,0.0,100,0.3,75.0,75.0,79.12,25.0,12/2/2023
L. James - A. Davis - D. Russell - A. Reaves - M. Christie,LAL,1,2,120.0,100.0,20.0,0.0,0.00,0.0,0.0,100,50.0,0.2,75.0,75.0,93.91,71.4,12/2/2023
L. James - A. Davis - T. Prince - A. Reaves - M. Christie,LAL,1,2,120.0,0.0,120.0,66.7,0.00,25.0,33.3,100,71.4,0.0,50.0,50.0,110.00,169.2,12/2/2023
L. James - C. Reddish - J. Hayes - A. Reaves - M. Christie,LAL,1,2,140.0,50.0,90.0,33.3,1.00,14.3,100,100,100,0.2,100,81.0,113.68,115.4,12/2/2023
A. Davis - D. Russell - T. Prince - A. Reaves - M. Christie,LAL,1,1,200.0,66.7,133.3,0.0,0.00,0.0,0.0,100,66.7,0.0,150.0,129.3,128.96,100,12/2/2023
L. James - A. Davis - C. Reddish - A. Reaves - M. Christie,LAL,1,1,300.0,166.7,133.3,100,0.00,33.3,100,0.0,100,0.0,83.3,77.3,97.30,61.9,12/2/2023
L. James - T. Prince - C. Reddish - J. Hayes - A. Reaves,LAL,1,1,0.0,150.0,-150.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.97,0.0,12/2/2023
T. Prince - J. Hayes - A. Reaves - M. Christie - J. Hood-Schifino,LAL,1,0,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,100,12/2/2023
L. James - A. Davis - D. Russell - T. Prince - C. Reddish,LAL,1,10,85.7,113.6,-27.9,85.7,3.00,21.4,8.3,80.0,29.4,0.1,39.5,44.3,104.59,28.1,12/5/2023
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,7,107.7,100.0,7.7,25.0,0.50,5.0,60.0,80.0,66.7,0.2,32.1,42.1,90.13,40.0,12/5/2023
A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,5,166.7,144.4,22.2,75.0,3.00,23.1,33.3,50.0,40.0,0.1,71.4,81.5,92.57,56.6,12/5/2023
L. James - A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,4,112.5,37.5,75.0,100,0.00,23.1,33.3,100,50.0,0.0,38.9,43.6,101.81,111.1,12/5/2023
L. James - D. Russell - R. Hachimura - C. Reddish - J. Hayes,LAL,1,4,157.1,87.5,69.6,50.0,0.00,20.0,33.3,50.0,42.9,0.0,64.3,69.8,81.82,82.4,12/5/2023
L. James - R. Hachimura - C. Reddish - J. Hayes - A. Reaves,LAL,1,4,137.5,75.0,62.5,25.0,1.00,8.3,50.0,75.0,60.0,0.1,50.0,53.3,97.63,81.3,12/5/2023
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,3,128.6,57.1,71.4,75.0,0.00,20.0,71.4,80.0,75.0,0.0,36.4,39.3,110.77,95.7,12/5/2023
L. James - A. Davis - D. Russell - T. Prince - J. Vanderbilt,LAL,1,2,125.0,50.0,75.0,100,0.00,22.2,60.0,100,66.7,0.0,35.7,35.7,102.86,58.8,12/5/2023
L. James - A. Davis - D. Russell - T. Prince - M. Christie,LAL,1,2,100.0,175.0,-75.0,50.0,1.00,16.7,50.0,0.0,50.0,0.3,50.0,50.0,111.84,13.0,12/5/2023
L. James - A. Davis - J. Vanderbilt - C. Reddish - A. Reaves,LAL,1,2,100.0,100.0,0.0,50.0,1.00,16.7,0.0,100,66.7,0.2,83.3,83.3,137.14,63.6,12/5/2023
A. Davis - D. Russell - T. Prince - J. Vanderbilt - R. Hachimura,LAL,1,1,33.3,125.0,-91.7,0.0,0.00,0.0,33.3,100,50.0,0.0,0.0,12.9,114.55,-700.0,12/5/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - C. Reddish,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.22,-200.0,12/5/2023
D. Russell - T. Prince - R. Hachimura - C. Reddish - J. Hayes,LAL,1,1,0.0,166.7,-166.7,0.0,0.00,0.0,0.0,0.0,0.0,0.3,0.0,0.0,154.29,-14.3,12/5/2023
L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,1,50.0,100.0,-50.0,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,129.23,25.0,12/5/2023
L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,1,1,0.0,150.0,-150.0,0.0,0.00,0.0,50.0,50.0,50.0,0.0,0.0,0.0,73.85,-40.0,12/5/2023
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,1,0,200.0,0.0,200.0,100,0.00,50.0,0.0,0.0,0.0,0.0,100,100,246.15,150.0,12/5/2023
L. James - A. Davis - T. Prince - J. Vanderbilt - C. Reddish,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.36,0.0,12/5/2023
L. James - A. Davis - D. Russell - T. Prince - C. Reddish,LAL,1,15,132.3,80.6,51.6,69.2,1.80,21.4,22.2,68.4,53.6,0.2,70.5,76.4,102.62,79.0,12/7/2023
C. Wood - J. Hayes - M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,8,77.8,47.1,30.7,66.7,0.80,14.8,45.5,92.3,70.8,0.3,43.3,41.8,101.82,100,12/7/2023
L. James - R. Hachimura - C. Reddish - J. Hayes - A. Reaves,LAL,1,5,166.7,90.0,76.7,50.0,0.00,23.1,20.0,71.4,50.0,0.0,75.0,71.8,97.71,72.1,12/7/2023
A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,4,133.3,144.4,-11.1,50.0,2.00,16.7,33.3,40.0,37.5,0.1,71.4,76.1,103.80,51.9,12/7/2023
J. Vanderbilt - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,1,4,100.0,125.0,-25.0,50.0,1.00,18.2,0.0,60.0,42.9,0.2,75.0,75.0,108.80,42.1,12/7/2023
A. Davis - J. Vanderbilt - R. Hachimura - C. Reddish - A. Reaves,LAL,1,3,166.7,62.5,104.2,83.3,0.00,35.7,0.0,100,71.4,0.0,92.9,95.2,118.89,96.1,12/7/2023
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,3,175.0,42.9,132.1,100,4.00,30.8,100,100,100,0.1,83.3,90.2,114.89,144.4,12/7/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,60.0,160.0,-100.0,100,1.00,16.7,0.0,0.0,0.0,0.2,37.5,37.5,109.92,0.0,12/7/2023
A. Davis - T. Prince - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,2,125.0,50.0,75.0,100,0.00,20.0,0.0,100,60.0,0.0,75.0,66.5,116.36,100,12/7/2023
A. Davis - D. Russell - T. Prince - J. Vanderbilt - M. Christie,LAL,1,1,200.0,0.0,200.0,0.0,0.00,0.0,100,100,100,0.0,50.0,50.0,93.91,166.7,12/7/2023
A. Davis - D. Russell - T. Prince - J. Vanderbilt - R. Hachimura,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.91,0.0,12/7/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - C. Reddish,LAL,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,50.0,0.0,50.0,0.0,0.0,0.0,144.00,-42.9,12/7/2023
A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.52,100,12/7/2023
J. Vanderbilt - R. Hachimura - C. Reddish - J. Hayes - A. Reaves,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.13,0.0,12/7/2023
L. James - A. Davis - D. Russell - R. Hachimura - C. Reddish,LAL,1,0,300.0,0.0,300.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,104.2,102.86,150.0,12/7/2023
L. James - A. Davis - D. Russell - T. Prince - C. Reddish,LAL,1,14,144.4,129.6,14.8,87.5,2.80,30.4,45.5,61.5,54.2,0.2,70.4,71.1,94.71,55.7,12/12/2023
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,12,147.8,126.1,21.7,53.8,1.75,20.0,55.6,75.0,66.7,0.2,71.4,69.3,89.51,59.7,12/12/2023
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,4,120.0,120.0,0.0,75.0,3.00,20.0,40.0,60.0,50.0,0.1,44.4,55.8,116.60,43.8,12/12/2023
A. Davis - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,1,3,166.7,50.0,116.7,50.0,0.00,22.2,50.0,100,83.3,0.0,75.0,72.7,111.48,113.6,12/12/2023
L. James - R. Hachimura - C. Reddish - J. Hayes - A. Reaves,LAL,1,3,128.6,150.0,-21.4,75.0,1.50,30.0,0.0,100,75.0,0.3,80.0,82.7,98.01,57.9,12/12/2023
T. Prince - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,1,3,137.5,185.7,-48.2,50.0,2.00,18.2,33.3,100,66.7,0.1,91.7,91.7,106.93,43.5,12/12/2023
L. James - A. Davis - D. Russell - R. Hachimura - C. Reddish,LAL,1,2,40.0,200.0,-160.0,100,1.00,16.7,0.0,0.0,0.0,0.2,33.3,33.3,122.26,0.0,12/12/2023
L. James - D. Russell - C. Reddish - J. Hayes - A. Reaves,LAL,1,2,0.0,75.0,-75.0,0.0,0.00,0.0,40.0,0.0,40.0,0.0,0.0,0.0,99.80,120.0,12/12/2023
L. James - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,175.0,75.0,100.0,66.7,0.00,33.3,0.0,33.3,25.0,0.0,87.5,87.5,102.13,85.7,12/12/2023
A. Davis - T. Prince - R. Hachimura - J. Hayes - A. Reaves,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,33.3,25.0,0.0,0.0,0.0,90.00,0.0,12/12/2023
D. Russell - R. Hachimura - C. Reddish - J. Hayes - A. Reaves,LAL,1,1,33.3,100.0,-66.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,17.4,105.88,-200.0,12/12/2023
L. James - A. Davis - D. Russell - T. Prince - R. Hachimura,LAL,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,100,0.0,100,0.5,0.0,0.0,128.00,-100.0,12/12/2023
L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.47,-20.0,12/12/2023
L. James - T. Prince - R. Hachimura - J. Hayes - A. Reaves,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.00,0.0,12/12/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - C. Reddish,LAL,1,11,114.8,77.8,37.0,76.9,3.33,25.6,18.2,64.7,46.4,0.1,63.0,62.6,115.03,78.1,12/13/2023
A. Davis - D. Russell - C. Wood - T. Prince - A. Reaves,LAL,1,7,125.0,187.5,-62.5,37.5,3.00,15.8,0.0,50.0,11.1,0.1,65.4,65.8,110.21,28.3,12/13/2023
A. Davis - D. Russell - T. Prince - J. Vanderbilt - C. Reddish,LAL,1,7,131.3,100.0,31.3,66.7,6.00,27.3,0.0,50.0,25.0,0.1,70.0,70.0,117.92,62.5,12/13/2023
A. Davis - C. Wood - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,4,137.5,114.3,23.2,50.0,2.00,18.2,50.0,66.7,60.0,0.1,91.7,91.7,96.00,58.3,12/13/2023
A. Davis - D. Russell - C. Wood - J. Vanderbilt - A. Reaves,LAL,1,4,77.8,110.0,-32.2,100,1.00,25.0,0.0,100,62.5,0.3,70.0,59.5,120.00,36.8,12/13/2023
T. Prince - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,1,3,114.3,71.4,42.9,66.7,0.67,22.2,0.0,100,83.3,0.4,100,100,106.67,83.3,12/13/2023
A. Davis - C. Wood - R. Hachimura - A. Reaves - M. Christie,LAL,1,2,160.0,60.0,100.0,50.0,0.00,25.0,50.0,100,80.0,0.0,66.7,66.7,106.67,92.0,12/13/2023
A. Davis - D. Russell - J. Vanderbilt - C. Reddish - A. Reaves,LAL,1,2,0.0,75.0,-75.0,0.0,0.00,0.0,0.0,100,40.0,0.0,0.0,0.0,97.02,-200.0,12/13/2023
C. Wood - R. Hachimura - J. Hayes - A. Reaves - M. Christie,LAL,1,2,50.0,125.0,-75.0,100,1.00,20.0,0.0,66.7,50.0,0.3,50.0,50.0,114.06,37.5,12/13/2023
C. Wood - T. Prince - R. Hachimura - C. Reddish - A. Reaves,LAL,1,2,75.0,50.0,25.0,100,1.00,14.3,50.0,100,66.7,0.3,30.0,30.0,102.86,37.5,12/13/2023
R. Hachimura - C. Reddish - J. Hayes - A. Reaves - M. Christie,LAL,1,2,80.0,0.0,80.0,50.0,1.00,16.7,0.0,100,60.0,0.2,50.0,50.0,128.32,137.5,12/13/2023
A. Davis - J. Vanderbilt - C. Reddish - A. Reaves - M. Christie,LAL,1,1,66.7,133.3,-66.7,0.0,0.00,0.0,50.0,0.0,50.0,0.0,33.3,33.3,175.97,17.6,12/13/2023
D. Russell - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,0.0,166.7,-166.7,0.0,0.00,0.0,0.0,100,50.0,0.3,0.0,0.0,128.96,-16.7,12/13/2023
D. Russell - T. Prince - R. Hachimura - J. Hayes - M. Christie,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,115.20,0.0,12/13/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,0,200.0,0.0,200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,113.6,411.43,200.0,12/13/2023
A. Davis - T. Prince - R. Hachimura - C. Reddish - A. Reaves,LAL,1,0,50.0,100.0,-50.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,56.8,483.22,100,12/13/2023
L. James - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,1,12,134.6,126.1,8.5,91.7,0.00,27.5,38.5,71.4,55.6,0.0,63.0,60.9,96.08,62.1,12/15/2023
L. James - T. Prince - J. Hayes - A. Reaves - M. Christie,LAL,1,7,62.5,164.7,-102.2,20.0,0.33,5.3,20.0,75.0,35.7,0.2,33.3,33.3,106.07,-5.4,12/15/2023
L. James - T. Prince - R. Hachimura - J. Hayes - A. Reaves,LAL,1,7,114.3,106.3,8.0,100,6.00,27.3,25.0,77.8,52.9,0.1,50.0,52.6,104.60,57.6,12/15/2023
C. Wood - J. Hayes - C. Castleton - M. Christie - D. Hodge,LAL,1,5,158.3,118.2,40.2,87.5,7.00,36.8,0.0,100,75.0,0.1,94.4,96.2,100.67,73.3,12/15/2023
C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves - D. Hodge,LAL,1,3,175.0,160.0,15.0,33.3,0.00,16.7,50.0,50.0,50.0,0.0,70.0,70.0,83.83,43.3,12/15/2023
C. Wood - T. Prince - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,3,166.7,50.0,116.7,75.0,0.00,33.3,0.0,80.0,57.1,0.0,83.3,83.3,94.95,107.7,12/15/2023
L. James - C. Wood - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,3,71.4,100.0,-28.6,0.0,0.00,0.0,0.0,50.0,25.0,0.0,20.0,37.0,112.00,26.7,12/15/2023
L. James - C. Wood - T. Prince - R. Hachimura - M. Christie,LAL,1,3,66.7,150.0,-83.3,100,0.00,25.0,0.0,100,40.0,0.0,40.0,40.0,94.43,26.3,12/15/2023
L. James - T. Prince - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,2,33.3,116.7,-83.3,0.0,0.00,0.0,16.7,66.7,33.3,0.0,14.3,14.3,120.00,-26.3,12/15/2023
C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,1,250.0,150.0,100.0,100,0.00,33.3,0.0,0.0,0.0,0.0,150.0,133.0,99.31,70.6,12/15/2023
L. James - T. Prince - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,1,66.7,166.7,-100.0,0.0,0.00,0.0,0.0,100,100,0.3,0.0,113.6,160.00,25.0,12/15/2023
L. James - A. Davis - D. Russell - T. Prince - C. Reddish,LAL,1,13,96.2,114.3,-18.1,80.0,4.00,22.2,13.3,75.0,45.2,0.1,46.0,48.3,102.18,42.4,12/18/2023
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,6,150.0,108.3,41.7,57.1,0.00,22.2,33.3,80.0,54.5,0.0,57.7,62.8,99.60,63.3,12/18/2023
A. Davis - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,5,180.0,60.0,120.0,85.7,6.00,31.6,60.0,80.0,70.0,0.1,70.8,72.3,103.23,90.2,12/18/2023
L. James - T. Prince - R. Hachimura - J. Hayes - A. Reaves,LAL,1,4,128.6,85.7,42.9,50.0,0.00,22.2,0.0,50.0,33.3,0.0,64.3,64.3,89.60,72.4,12/18/2023
L. James - J. Vanderbilt - R. Hachimura - C. Reddish - A. Reaves,LAL,1,3,100.0,100.0,0.0,100,2.00,22.2,33.3,100,66.7,0.2,40.0,47.5,103.53,75.0,12/18/2023
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,75.0,125.0,-50.0,100,0.00,16.7,33.3,100,60.0,0.0,37.5,37.5,80.00,33.3,12/18/2023
L. James - A. Davis - D. Russell - C. Reddish - A. Reaves,LAL,1,2,50.0,166.7,-116.7,0.0,0.00,0.0,0.0,100,33.3,0.0,33.3,33.3,103.92,0.0,12/18/2023
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,2,120.0,60.0,60.0,100,0.00,37.5,0.0,66.7,40.0,0.0,60.0,60.0,101.41,94.7,12/18/2023
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,40.0,200.0,-160.0,100,0.50,14.3,50.0,50.0,50.0,0.4,33.3,33.3,138.46,0.0,12/18/2023
L. James - R. Hachimura - C. Reddish - J. Hayes - A. Reaves,LAL,1,2,100.0,33.3,66.7,100,1.00,16.7,0.0,100,33.3,0.2,50.0,64.4,121.85,166.7,12/18/2023
L. James - T. Prince - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,2,85.7,166.7,-81.0,0.0,0.00,0.0,0.0,0.0,0.0,0.4,62.5,67.6,138.67,14.3,12/18/2023
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,1,100.0,150.0,-50.0,0.0,0.00,0.0,50.0,0.0,50.0,0.0,33.3,33.3,137.14,14.3,12/18/2023
A. Davis - T. Prince - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,1,100.0,133.3,-33.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,123.43,20.0,12/18/2023
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,1,1,33.3,66.7,-33.3,0.0,0.00,0.0,33.3,100,50.0,0.0,0.0,14.5,130.91,0.0,12/18/2023
L. James - A. Davis - D. Russell - J. Vanderbilt - C. Reddish,LAL,1,1,0.0,150.0,-150.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.86,-400.0,12/18/2023
L. James - A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.29,66.7,12/18/2023
L. James - D. Russell - T. Prince - C. Reddish - J. Hayes,LAL,1,1,100.0,125.0,-25.0,100,0.00,25.0,0.0,100,33.3,0.0,50.0,50.0,115.86,20.0,12/18/2023
L. James - T. Prince - C. Reddish - J. Hayes - A. Reaves,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,205.71,0.0,12/18/2023
L. James - A. Davis - D. Russell - T. Prince - C. Reddish,LAL,1,17,105.0,100.0,5.0,68.8,2.20,20.0,20.0,80.0,50.0,0.1,50.0,53.1,110.99,53.8,12/20/2023
