LINEUPS,TEAM,GP,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,PACE,PIE,DATE
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,2,75.0,100.0,-25.0,100,0.50,16.7,100,33.3,50.0,0.5,50.0,52.1,120.78,-16.7,1/7/2024
L. James - A. Davis - D. Russell - J. Vanderbilt - M. Christie,LAL,1,1,200.0,0.0,200.0,100,0.00,40.0,0.0,100,75.0,0.0,100,100,128.96,128.6,1/7/2024
L. James - D. Russell - C. Wood - T. Prince - A. Reaves,LAL,1,1,200.0,100.0,100.0,0.0,0.00,0.0,0.0,100,100,0.0,100,82.0,92.90,100,1/7/2024
A. Davis - D. Russell - C. Wood - T. Prince - J. Vanderbilt,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,154.29,50.0,1/7/2024
L. James - C. Wood - J. Vanderbilt - C. Reddish - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.55,0.0,1/7/2024
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,18,107.7,117.9,-10.3,76.5,4.33,24.1,11.1,85.7,43.8,0.1,55.9,57.3,104.87,47.5,1/9/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - M. Christie,LAL,1,7,77.8,88.2,-10.5,80.0,0.80,15.4,36.4,90.9,63.6,0.3,42.9,44.4,113.51,38.6,1/9/2024
A. Davis - D. Russell - C. Wood - J. Vanderbilt - M. Christie,LAL,1,6,161.5,116.7,44.9,87.5,2.33,33.3,50.0,75.0,66.7,0.2,95.0,96.5,101.12,65.3,1/9/2024
A. Davis - C. Wood - T. Prince - C. Reddish - A. Reaves,LAL,1,5,100.0,118.2,-18.2,100,2.00,16.7,0.0,60.0,33.3,0.1,50.0,57.9,105.37,33.3,1/9/2024
L. James - A. Davis - T. Prince - A. Reaves - M. Christie,LAL,1,4,175.0,183.3,-8.3,66.7,2.00,13.3,33.3,66.7,50.0,0.1,70.0,90.5,148.97,55.1,1/9/2024
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,3,200.0,150.0,50.0,75.0,3.00,37.5,0.0,100,100,0.2,125.0,125.0,93.73,54.5,1/9/2024
A. Davis - D. Russell - C. Wood - T. Prince - J. Vanderbilt,LAL,1,2,75.0,100.0,-25.0,100,0.00,20.0,0.0,100,50.0,0.0,50.0,50.0,118.76,37.5,1/9/2024
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,2,175.0,100.0,75.0,50.0,1.00,20.0,0.0,100,100,0.3,125.0,121.5,106.67,81.8,1/9/2024
L. James - A. Davis - D. Russell - T. Prince - J. Vanderbilt,LAL,1,1,200.0,100.0,100.0,100,0.00,50.0,0.0,0.0,0.0,0.0,100,100,102.86,75.0,1/9/2024
L. James - D. Russell - C. Wood - A. Reaves - M. Christie,LAL,1,1,100.0,0.0,100.0,0.0,0.00,0.0,0.0,100,50.0,0.0,50.0,41.0,91.91,-100.0,1/9/2024
A. Davis - C. Wood - T. Prince - J. Vanderbilt - M. Christie,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.36,-100.0,1/9/2024
A. Davis - D. Russell - C. Wood - T. Prince - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.70,0.0,1/9/2024
D. Russell - J. Vanderbilt - J. Hayes - S. Mays - M. Christie,LAL,1,7,121.4,85.7,35.7,85.7,3.00,30.0,0.0,87.5,53.8,0.1,70.8,68.3,100.55,65.0,1/11/2024
L. James - A. Davis - T. Prince - C. Reddish - A. Reaves,LAL,1,6,127.3,183.3,-56.1,100,3.00,35.3,0.0,75.0,42.9,0.2,77.8,77.8,98.57,38.0,1/11/2024
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,6,69.2,153.8,-84.6,100,0.75,16.7,25.0,80.0,46.2,0.3,35.0,38.3,99.57,7.5,1/11/2024
A. Davis - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,5,160.0,150.0,10.0,40.0,2.00,15.4,33.3,0.0,20.0,0.1,75.0,82.0,104.73,55.4,1/11/2024
A. Davis - D. Russell - T. Prince - A. Reaves - M. Christie,LAL,1,4,87.5,128.6,-41.1,100,0.00,16.7,33.3,50.0,40.0,0.0,31.3,39.4,87.95,26.9,1/11/2024
L. James - D. Russell - J. Vanderbilt - J. Hayes - A. Reaves,LAL,1,4,122.2,155.6,-33.3,100,1.67,31.3,50.0,75.0,62.5,0.3,68.8,65.2,115.20,44.2,1/11/2024
J. Vanderbilt - D. Windler - S. Mays - M. Christie - J. Hood-Schifino,LAL,1,3,116.7,33.3,83.3,100,3.00,30.0,33.3,50.0,40.0,0.2,70.0,59.5,86.83,93.8,1/11/2024
L. James - A. Davis - T. Prince - A. Reaves - M. Christie,LAL,1,3,75.0,137.5,-62.5,50.0,1.00,11.1,0.0,60.0,33.3,0.1,41.7,43.6,112.39,15.4,1/11/2024
A. Davis - D. Russell - J. Vanderbilt - C. Reddish - M. Christie,LAL,1,2,175.0,100.0,75.0,66.7,2.00,33.3,0.0,50.0,50.0,0.3,100,101.7,86.36,90.0,1/11/2024
J. Hayes - D. Windler - S. Mays - M. Christie - J. Hood-Schifino,LAL,1,2,175.0,160.0,15.0,50.0,1.00,20.0,0.0,100,100,0.3,125.0,121.5,108.00,50.0,1/11/2024
L. James - A. Davis - D. Russell - T. Prince - M. Christie,LAL,1,2,20.0,100.0,-80.0,0.0,0.00,0.0,0.0,66.7,33.3,0.2,0.0,17.4,108.91,-40.0,1/11/2024
A. Davis - D. Russell - T. Prince - J. Vanderbilt - M. Christie,LAL,1,1,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.40,-100.0,1/11/2024
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,1,1,100.0,0.0,100.0,0.0,0.00,0.0,0.0,50.0,40.0,0.0,0.0,54.3,118.36,-400.0,1/11/2024
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,1,100.0,66.7,33.3,100,0.00,28.6,50.0,100,75.0,0.0,50.0,50.0,115.86,86.7,1/11/2024
L. James - D. Russell - J. Vanderbilt - C. Reddish - J. Hayes,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,50.0,0.5,0.0,0.0,123.43,100,1/11/2024
A. Davis - D. Russell - T. Prince - C. Reddish - A. Reaves,LAL,1,6,135.7,142.9,-7.1,62.5,1.67,25.0,25.0,80.0,55.6,0.2,75.0,76.4,110.16,48.9,1/13/2024
A. Davis - D. Russell - T. Prince - A. Reaves - M. Christie,LAL,1,5,109.1,130.0,-20.9,80.0,4.00,25.0,16.7,80.0,45.5,0.1,54.5,54.5,100.47,37.0,1/13/2024
A. Davis - D. Russell - C. Wood - R. Hachimura - A. Reaves,LAL,1,4,75.0,112.5,-37.5,50.0,1.00,10.0,20.0,80.0,50.0,0.1,28.6,38.1,105.21,25.9,1/13/2024
A. Davis - D. Russell - C. Wood - T. Prince - J. Vanderbilt,LAL,1,4,177.8,133.3,44.4,50.0,3.00,23.1,33.3,33.3,33.3,0.1,83.3,84.7,100.08,58.7,1/13/2024
A. Davis - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,4,111.1,200.0,-88.9,100,0.00,10.0,0.0,50.0,16.7,0.0,30.0,61.9,118.46,21.2,1/13/2024
D. Russell - C. Wood - J. Vanderbilt - R. Hachimura - S. Mays,LAL,1,4,142.9,100.0,42.9,50.0,0.00,20.0,33.3,33.3,33.3,0.0,57.1,63.5,107.66,75.0,1/13/2024
A. Davis - D. Russell - C. Wood - T. Prince - A. Reaves,LAL,1,3,62.5,137.5,-75.0,50.0,0.50,10.0,25.0,60.0,44.4,0.3,40.0,39.6,122.42,25.0,1/13/2024
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,3,142.9,28.6,114.3,33.3,0.00,10.0,40.0,100,66.7,0.0,50.0,57.1,115.86,104.8,1/13/2024
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - S. Mays,LAL,1,3,116.7,100.0,16.7,100,1.50,30.0,50.0,100,66.7,0.3,70.0,70.0,103.53,56.7,1/13/2024
A. Davis - T. Prince - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,3,200.0,150.0,50.0,75.0,0.00,37.5,0.0,66.7,50.0,0.0,100,100,88.00,60.5,1/13/2024
D. Russell - C. Wood - R. Hachimura - C. Reddish - M. Christie,LAL,1,3,100.0,100.0,0.0,100,3.00,30.0,0.0,66.7,40.0,0.1,60.0,59.5,102.86,58.1,1/13/2024
D. Russell - C. Wood - R. Hachimura - C. Reddish - A. Reaves,LAL,1,2,116.7,80.0,36.7,50.0,0.00,14.3,0.0,75.0,42.9,0.0,62.5,71.7,123.75,69.6,1/13/2024
A. Davis - C. Wood - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,1,50.0,50.0,0.0,0.0,0.00,0.0,0.0,66.7,33.3,0.0,25.0,25.0,132.41,42.9,1/13/2024
A. Davis - D. Russell - C. Wood - T. Prince - S. Mays,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,100,50.0,0.5,0.0,0.0,130.91,-33.3,1/13/2024
A. Davis - T. Prince - J. Vanderbilt - S. Mays - A. Reaves,LAL,1,1,50.0,150.0,-100.0,100,0.00,20.0,0.0,100,33.3,0.0,33.3,33.3,129.44,12.5,1/13/2024
A. Davis - T. Prince - R. Hachimura - S. Mays - A. Reaves,LAL,1,1,100.0,200.0,-100.0,100,0.00,33.3,0.0,0.0,0.0,0.0,100,100,83.08,100,1/13/2024
A. Davis - C. Wood - T. Prince - S. Mays - A. Reaves,LAL,1,0,0.0,200.0,-200.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.20,-200.0,1/13/2024
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,19,127.3,124.4,2.9,66.7,2.33,22.2,31.3,73.7,54.3,0.1,62.2,67.6,106.14,57.8,1/15/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - R. Hachimura,LAL,1,7,93.8,80.0,13.8,66.7,0.80,19.0,20.0,100,66.7,0.3,54.5,60.9,104.30,61.8,1/15/2024
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,4,88.9,77.8,11.1,100,1.50,23.1,25.0,100,57.1,0.2,50.0,50.8,109.23,44.8,1/15/2024
A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,3,120.0,40.0,80.0,66.7,0.00,25.0,50.0,66.7,62.5,0.0,60.0,60.0,79.12,150.0,1/15/2024
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,3,80.0,100.0,-20.0,50.0,1.00,14.3,33.3,50.0,42.9,0.2,40.0,40.0,94.74,33.3,1/15/2024
L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,3,83.3,83.3,0.0,50.0,0.50,12.5,50.0,75.0,66.7,0.3,62.5,62.5,95.47,50.0,1/15/2024
A. Davis - D. Russell - C. Wood - T. Prince - A. Reaves,LAL,1,2,66.7,50.0,16.7,100,0.00,25.0,0.0,100,50.0,0.0,33.3,33.3,92.48,80.0,1/15/2024
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,100.0,25.0,75.0,100,0.00,28.6,0.0,75.0,50.0,0.0,83.3,83.3,98.93,150.0,1/15/2024
L. James - D. Russell - C. Wood - T. Prince - R. Hachimura,LAL,1,2,125.0,180.0,-55.0,0.0,0.00,0.0,66.7,33.3,50.0,0.3,50.0,50.0,87.57,23.1,1/15/2024
L. James - A. Davis - D. Russell - T. Prince - R. Hachimura,LAL,1,1,200.0,300.0,-100.0,100,0.00,50.0,0.0,0.0,0.0,0.0,100,82.0,87.27,41.7,1/15/2024
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,1,100.0,166.7,-66.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,113.6,150.63,40.0,1/15/2024
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.39,0.0,1/15/2024
A. Davis - T. Prince - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.94,0.0,1/15/2024
L. James - A. Davis - T. Prince - A. Reaves - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,50.0,0.0,0.0,0.0,154.29,100,1/15/2024
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,13,150.0,106.5,43.5,77.8,7.00,30.4,20.0,71.4,50.0,0.1,71.4,73.4,110.21,66.7,1/17/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - R. Hachimura,LAL,1,9,90.0,90.0,0.0,40.0,2.00,8.3,16.7,100,52.4,0.1,34.4,45.1,112.94,48.6,1/17/2024
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,1,5,107.7,116.7,-9.0,66.7,1.33,22.2,33.3,57.1,50.0,0.2,77.8,77.8,119.36,57.1,1/17/2024
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,4,111.1,100.0,11.1,50.0,1.00,15.4,50.0,66.7,60.0,0.2,64.3,63.5,93.79,73.9,1/17/2024
C. Wood - R. Hachimura - J. Hayes - S. Mays - M. Christie,LAL,1,4,57.1,137.5,-80.4,100,2.00,22.2,0.0,50.0,25.0,0.1,33.3,33.3,91.53,17.6,1/17/2024
A. Davis - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,3,160.0,133.3,26.7,100,0.00,33.3,50.0,66.7,60.0,0.0,70.0,68.0,85.44,58.1,1/17/2024
A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,3,83.3,80.0,3.3,0.0,0.00,0.0,40.0,33.3,37.5,0.0,20.0,39.6,94.85,42.9,1/17/2024
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,2,175.0,160.0,15.0,66.7,0.00,28.6,50.0,0.0,50.0,0.0,70.0,70.0,89.38,36.7,1/17/2024
L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,2,180.0,50.0,130.0,75.0,0.00,37.5,0.0,100,100,0.0,112.5,92.2,102.86,108.3,1/17/2024
L. James - D. Russell - C. Wood - T. Prince - R. Hachimura,LAL,1,2,100.0,66.7,33.3,0.0,0.00,0.0,66.7,100,75.0,0.3,40.0,40.0,97.86,62.5,1/17/2024
R. Hachimura - J. Hayes - S. Mays - A. Reaves - M. Christie,LAL,1,1,150.0,66.7,83.3,100,1.00,33.3,0.0,0.0,0.0,0.5,150.0,150.0,150.00,75.0,1/17/2024
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,19,121.6,136.8,-15.2,82.4,4.67,25.0,29.4,68.8,48.5,0.1,54.4,58.6,95.49,48.5,1/19/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - M. Christie,LAL,1,7,126.7,173.3,-46.7,71.4,2.50,22.7,28.6,75.0,45.5,0.1,57.1,62.0,102.61,33.0,1/19/2024
A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,5,162.5,150.0,12.5,80.0,0.00,33.3,0.0,80.0,50.0,0.0,75.0,77.0,84.16,52.5,1/19/2024
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,4,100.0,162.5,-62.5,75.0,3.00,20.0,50.0,75.0,60.0,0.1,45.0,45.0,98.71,35.8,1/19/2024
C. Wood - J. Hayes - M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,3,62.5,62.5,0.0,100,0.50,11.1,0.0,75.0,42.9,0.3,37.5,51.2,130.91,53.8,1/19/2024
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,2,120.0,100.0,20.0,100,1.00,28.6,0.0,50.0,33.3,0.4,100,100,125.54,58.3,1/19/2024
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,2,50.0,140.0,-90.0,0.0,0.00,0.0,60.0,50.0,57.1,0.5,20.0,25.5,109.24,-25.0,1/19/2024
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,133.3,100.0,33.3,50.0,0.00,12.5,33.3,100,60.0,0.0,40.0,59.2,107.76,76.0,1/19/2024
L. James - D. Russell - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,2,75.0,66.7,8.3,100,0.00,20.0,0.0,100,50.0,0.0,50.0,50.0,106.67,66.7,1/19/2024
L. James - D. Russell - C. Wood - T. Prince - J. Vanderbilt,LAL,1,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,100,57.1,0.0,0.0,0.0,169.41,-100.0,1/19/2024
A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,309.68,100,1/19/2024
L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,0,100.0,0.0,100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,56.8,130.91,0.0,1/19/2024
L. James - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,100,0.0,100,0.0,0.0,0.0,221.54,100,1/19/2024
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,1,16,161.3,129.0,32.3,66.7,12.00,25.0,38.5,92.3,65.4,0.0,67.7,71.5,95.18,61.1,1/21/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - C. Reddish,LAL,1,7,146.7,73.3,73.3,60.0,0.00,27.3,16.7,66.7,46.7,0.0,68.8,68.8,99.54,84.6,1/21/2024
J. Hayes - C. Castleton - M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,4,120.0,110.0,10.0,66.7,0.67,14.3,66.7,60.0,62.5,0.3,50.0,69.4,117.07,58.6,1/21/2024
A. Davis - D. Russell - J. Vanderbilt - C. Reddish - M. Christie,LAL,1,3,128.6,166.7,-38.1,50.0,0.00,20.0,33.3,100,50.0,0.0,64.3,64.3,104.58,36.8,1/21/2024
A. Davis - J. Vanderbilt - C. Reddish - A. Reaves - M. Christie,LAL,1,3,75.0,144.4,-69.4,100,0.50,11.1,0.0,100,25.0,0.3,25.0,52.1,124.26,12.5,1/21/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - M. Christie,LAL,1,3,157.1,133.3,23.8,50.0,0.67,20.0,100,66.7,75.0,0.4,110.0,110.0,105.17,53.7,1/21/2024
L. James - D. Russell - C. Wood - R. Hachimura - C. Reddish,LAL,1,3,100.0,28.6,71.4,100,1.00,12.5,33.3,75.0,57.1,0.2,25.0,52.1,106.36,171.4,1/21/2024
A. Davis - R. Hachimura - C. Reddish - A. Reaves - M. Christie,LAL,1,2,100.0,100.0,0.0,100,1.00,12.5,33.3,60.0,50.0,0.2,50.0,63.0,118.21,128.6,1/21/2024
C. Wood - R. Hachimura - A. Reaves - M. Christie - J. Hood-Schifino,LAL,1,2,66.7,50.0,16.7,0.0,0.00,0.0,50.0,66.7,60.0,0.3,33.3,33.3,84.00,66.7,1/21/2024
D. Russell - C. Wood - J. Vanderbilt - C. Reddish - M. Christie,LAL,1,2,120.0,80.0,40.0,33.3,0.00,14.3,50.0,33.3,40.0,0.0,60.0,60.0,109.92,93.3,1/21/2024
L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,2,80.0,80.0,0.0,0.0,0.00,0.0,0.0,100,66.7,0.4,50.0,69.4,107.46,35.3,1/21/2024
C. Wood - J. Vanderbilt - C. Reddish - A. Reaves - M. Christie,LAL,1,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.77,0.0,1/21/2024
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,15,135.7,120.0,15.7,57.1,2.00,18.6,46.7,61.5,53.6,0.1,58.6,61.8,94.28,52.1,1/23/2024
A. Davis - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,7,83.3,130.8,-47.4,80.0,4.00,21.1,44.4,100,61.5,0.1,35.7,35.7,86.75,20.4,1/23/2024
D. Russell - C. Wood - J. Vanderbilt - C. Reddish - M. Christie,LAL,1,4,100.0,150.0,-50.0,100,0.00,23.1,25.0,66.7,42.9,0.0,50.0,51.4,109.29,40.5,1/23/2024
D. Russell - C. Wood - T. Prince - J. Vanderbilt - C. Reddish,LAL,1,4,100.0,45.5,54.5,75.0,1.00,23.1,0.0,80.0,44.4,0.3,83.3,68.3,131.76,91.3,1/23/2024
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,3,50.0,85.7,-35.7,0.0,0.00,0.0,33.3,100,50.0,0.3,14.3,25.4,119.34,-30.8,1/23/2024
A. Davis - T. Prince - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,3,140.0,200.0,-60.0,50.0,0.00,14.3,50.0,0.0,50.0,0.0,62.5,71.7,82.55,44.8,1/23/2024
D. Russell - C. Wood - R. Hachimura - C. Reddish - M. Christie,LAL,1,3,144.4,175.0,-30.6,40.0,1.00,18.2,0.0,100,66.7,0.2,110.0,96.2,117.13,45.8,1/23/2024
A. Davis - D. Russell - T. Prince - C. Reddish - A. Reaves,LAL,1,2,150.0,128.6,21.4,25.0,1.00,11.1,66.7,50.0,60.0,0.2,57.1,60.5,132.77,43.2,1/23/2024
A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,2,100.0,83.3,16.7,50.0,0.00,14.3,0.0,100,60.0,0.0,50.0,61.5,142.81,69.2,1/23/2024
A. Davis - J. Vanderbilt - R. Hachimura - C. Reddish - A. Reaves,LAL,1,2,100.0,125.0,-25.0,100,0.00,33.3,0.0,100,33.3,0.0,50.0,50.0,85.33,45.5,1/23/2024
A. Davis - D. Russell - C. Wood - T. Prince - R. Hachimura,LAL,1,1,66.7,125.0,-58.3,100,1.00,25.0,0.0,100,66.7,0.3,50.0,50.0,126.00,22.2,1/23/2024
A. Davis - D. Russell - T. Prince - J. Vanderbilt - C. Reddish,LAL,1,1,100.0,0.0,100.0,0.0,0.00,0.0,100,100,100,0.0,50.0,50.0,139.35,-300.0,1/23/2024
C. Wood - J. Hayes - M. Christie - J. Hood-Schifino - M. Lewis,LAL,1,1,100.0,100.0,0.0,100,1.00,33.3,0.0,0.0,0.0,0.5,100,100,104.54,33.3,1/23/2024
C. Wood - T. Prince - J. Vanderbilt - R. Hachimura - C. Reddish,LAL,1,0,0.0,300.0,-300.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.81,0.0,1/23/2024
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,16,131.4,119.4,12.0,77.8,4.67,25.9,26.3,80.0,50.0,0.1,60.8,61.4,107.17,53.4,1/25/2024
L. James - A. Davis - D. Russell - T. Prince - J. Vanderbilt,LAL,1,5,81.8,109.1,-27.3,50.0,2.00,15.4,0.0,100,28.6,0.1,44.4,45.5,116.90,32.4,1/25/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - R. Hachimura,LAL,1,4,228.6,157.1,71.4,66.7,0.00,36.4,0.0,0.0,0.0,0.0,116.7,109.3,94.21,69.2,1/25/2024
A. Davis - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,3,200.0,200.0,0.0,66.7,2.00,33.3,0.0,0.0,0.0,0.3,133.3,133.3,84.71,42.5,1/25/2024
D. Russell - C. Wood - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,3,57.1,166.7,-109.5,0.0,0.00,0.0,25.0,66.7,42.9,0.0,20.0,34.0,104.58,4.0,1/25/2024
L. James - C. Wood - J. Vanderbilt - R. Hachimura - A. Reaves,LAL,1,3,125.0,128.6,-3.6,100,3.00,27.3,0.0,66.7,40.0,0.1,70.0,79.1,112.50,59.5,1/25/2024
A. Davis - D. Russell - J. Vanderbilt - R. Hachimura - M. Christie,LAL,1,2,116.7,120.0,-3.3,0.0,0.00,0.0,0.0,100,100,0.3,116.7,116.7,126.72,46.2,1/25/2024
A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,180.0,175.0,5.0,50.0,1.00,16.7,0.0,100,100,0.2,125.0,107.1,96.00,60.0,1/25/2024
A. Davis - J. Vanderbilt - R. Hachimura - A. Reaves - M. Christie,LAL,1,2,175.0,140.0,35.0,100,0.00,37.5,50.0,0.0,25.0,0.0,87.5,71.7,88.77,54.8,1/25/2024
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,1,2,180.0,0.0,180.0,50.0,2.00,28.6,0.0,40.0,40.0,0.2,112.5,112.5,118.21,192.3,1/25/2024
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,1,2,160.0,100.0,60.0,100,0.00,37.5,0.0,100,50.0,0.0,80.0,80.0,103.60,69.2,1/25/2024
L. James - D. Russell - C. Wood - T. Prince - J. Vanderbilt,LAL,1,2,0.0,66.7,-66.7,0.0,0.00,0.0,0.0,40.0,33.3,0.3,0.0,0.0,88.16,80.0,1/25/2024
L. James - A. Davis - J. Vanderbilt - A. Reaves - M. Christie,LAL,1,1,250.0,200.0,50.0,50.0,0.00,33.3,0.0,0.0,0.0,0.0,100,102.5,80.00,60.0,1/25/2024
L. James - C. Wood - T. Prince - R. Hachimura - A. Reaves,LAL,1,1,0.0,100.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,185.81,100,1/25/2024
L. James - A. Davis - T. Prince - A. Reaves - M. Christie,LAL,1,0,300.0,0.0,300.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,104.2,130.91,150.0,1/25/2024
L. James - A. Davis - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,0,0.0,400.0,-400.0,0.0,0.00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.77,-50.0,1/25/2024
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,1,19,128.6,97.6,31.0,62.5,1.25,16.4,52.9,81.0,68.4,0.2,59.7,68.6,105.56,74.7,1/27/2024
L. James - A. Davis - D. Russell - T. Prince - A. Reaves,LAL,1,13,80.0,144.8,-64.8,60.0,3.00,15.8,11.8,75.0,37.9,0.1,40.7,43.0,112.90,26.2,1/27/2024
A. Davis - D. Russell - T. Prince - J. Vanderbilt - A. Reaves,LAL,1,4,108.3,63.6,44.7,100,4.00,23.5,16.7,75.0,40.0,0.1,45.0,53.3,127.88,91.2,1/27/2024
L. James - D. Russell - C. Wood - J. Vanderbilt - R. Hachimura,LAL,1,4,114.3,87.5,26.8,66.7,1.00,22.2,0.0,60.0,50.0,0.3,75.0,82.0,96.86,66.7,1/27/2024
L. James - A. Davis - C. Wood - T. Prince - A. Reaves,LAL,1,3,100.0,200.0,-100.0,100,2.00,25.0,0.0,0.0,0.0,0.2,66.7,69.4,107.33,16.2,1/27/2024
L. James - D. Russell - T. Prince - J. Vanderbilt - R. Hachimura,LAL,1,3,83.3,80.0,3.3,100,1.00,14.3,0.0,100,40.0,0.2,50.0,57.9,90.51,37.5,1/27/2024
